sn,population,elite_rate,crossover,mutation_rate,mutation_change,filename,error,generations
641,14,0.14285714285714285,0.125,0.0,0.16,./data/models/1_0_0_3_1.csv,0.005871188368802741,10
642,14,0.14285714285714285,0.25,0.0,0.16,./data/models/1_0_0_3_2.csv,0.0058768982476901785,26
643,14,0.14285714285714285,0.375,0.0,0.16,./data/models/1_0_0_3_3.csv,0.005874281798073698,30
644,14,0.14285714285714285,0.5,0.0,0.16,./data/models/1_0_0_3_4.csv,0.005870389860849623,31
645,14,0.14285714285714285,0.0,0.0,0.21,./data/models/1_0_0_4_0.csv,0.005871552323130408,29
646,14,0.14285714285714285,0.125,0.0,0.21,./data/models/1_0_0_4_1.csv,0.005874154597742043,29
647,14,0.14285714285714285,0.25,0.0,0.21,./data/models/1_0_0_4_2.csv,0.005885902767960448,7
648,14,0.14285714285714285,0.375,0.0,0.21,./data/models/1_0_0_4_3.csv,0.005875766310665701,37
649,14,0.14285714285714285,0.5,0.0,0.21,./data/models/1_0_0_4_4.csv,0.005882438476274011,9
650,14,0.14285714285714285,0.0,0.05,0.01,./data/models/1_0_1_0_0.csv,0.005870300972241305,47
651,14,0.14285714285714285,0.125,0.05,0.01,./data/models/1_0_1_0_1.csv,0.0058702759829093246,49
652,14,0.14285714285714285,0.25,0.05,0.01,./data/models/1_0_1_0_2.csv,0.005870225341131365,45
653,14,0.14285714285714285,0.375,0.05,0.01,./data/models/1_0_1_0_3.csv,0.005870308588630308,42
654,14,0.14285714285714285,0.5,0.05,0.01,./data/models/1_0_1_0_4.csv,0.0058701212758227326,42
655,14,0.14285714285714285,0.0,0.05,0.06,./data/models/1_0_1_1_0.csv,0.005870430064231801,12
656,14,0.14285714285714285,0.125,0.05,0.06,./data/models/1_0_1_1_1.csv,0.005870482372254153,40
657,14,0.14285714285714285,0.25,0.05,0.06,./data/models/1_0_1_1_2.csv,0.005870711939375205,30
658,14,0.14285714285714285,0.375,0.05,0.06,./data/models/1_0_1_1_3.csv,0.005870741330749833,21
659,14,0.14285714285714285,0.5,0.05,0.06,./data/models/1_0_1_1_4.csv,0.005870820777507451,41
660,14,0.14285714285714285,0.0,0.05,0.11,./data/models/1_0_1_2_0.csv,0.005871083232148688,11
661,14,0.14285714285714285,0.125,0.05,0.11,./data/models/1_0_1_2_1.csv,0.005871815825290783,12
662,14,0.14285714285714285,0.25,0.05,0.11,./data/models/1_0_1_2_2.csv,0.005871170252077425,11
663,14,0.14285714285714285,0.375,0.05,0.11,./data/models/1_0_1_2_3.csv,0.005870462350619552,32
664,14,0.14285714285714285,0.5,0.05,0.11,./data/models/1_0_1_2_4.csv,0.005870542621512481,26
665,14,0.14285714285714285,0.0,0.05,0.16,./data/models/1_0_1_3_0.csv,0.005879623142125585,6
666,14,0.14285714285714285,0.125,0.05,0.16,./data/models/1_0_1_3_1.csv,0.005870565546350185,31
667,14,0.14285714285714285,0.25,0.05,0.16,./data/models/1_0_1_3_2.csv,0.005870924366882457,38
668,14,0.14285714285714285,0.375,0.05,0.16,./data/models/1_0_1_3_3.csv,0.005870778472573133,12
669,14,0.14285714285714285,0.5,0.05,0.16,./data/models/1_0_1_3_4.csv,0.005870109431041421,37
670,14,0.14285714285714285,0.0,0.05,0.21,./data/models/1_0_1_4_0.csv,0.005871257825816357,44
671,14,0.14285714285714285,0.125,0.05,0.21,./data/models/1_0_1_4_1.csv,0.005871217711472561,21
672,14,0.14285714285714285,0.25,0.05,0.21,./data/models/1_0_1_4_2.csv,0.005871381143122226,21
673,14,0.14285714285714285,0.375,0.05,0.21,./data/models/1_0_1_4_3.csv,0.005870911498624634,41
674,14,0.14285714285714285,0.5,0.05,0.21,./data/models/1_0_1_4_4.csv,0.0058721841006737574,34
675,14,0.14285714285714285,0.0,0.1,0.01,./data/models/1_0_2_0_0.csv,0.005870184953515606,41
676,14,0.14285714285714285,0.125,0.1,0.01,./data/models/1_0_2_0_1.csv,0.005870495038896068,46
677,14,0.14285714285714285,0.25,0.1,0.01,./data/models/1_0_2_0_2.csv,0.0058701373651027285,43
678,14,0.14285714285714285,0.375,0.1,0.01,./data/models/1_0_2_0_3.csv,0.005870162878561098,46
679,14,0.14285714285714285,0.5,0.1,0.01,./data/models/1_0_2_0_4.csv,0.005870353382438192,49
680,14,0.14285714285714285,0.0,0.1,0.06,./data/models/1_0_2_1_0.csv,0.005870294402781728,17
681,14,0.14285714285714285,0.125,0.1,0.06,./data/models/1_0_2_1_1.csv,0.005870536455666263,41
682,14,0.14285714285714285,0.25,0.1,0.06,./data/models/1_0_2_1_2.csv,0.00587070373513474,10
683,14,0.14285714285714285,0.375,0.1,0.06,./data/models/1_0_2_1_3.csv,0.005870691322345001,24
684,14,0.14285714285714285,0.5,0.1,0.06,./data/models/1_0_2_1_4.csv,0.00587045291332629,17
685,14,0.14285714285714285,0.0,0.1,0.11,./data/models/1_0_2_2_0.csv,0.005870318850026075,42
686,14,0.14285714285714285,0.125,0.1,0.11,./data/models/1_0_2_2_1.csv,0.005870905660311568,40
687,14,0.14285714285714285,0.25,0.1,0.11,./data/models/1_0_2_2_2.csv,0.005870483504446146,43
688,14,0.14285714285714285,0.375,0.1,0.11,./data/models/1_0_2_2_3.csv,0.0058700963237184696,16
689,14,0.14285714285714285,0.5,0.1,0.11,./data/models/1_0_2_2_4.csv,0.005870352786686012,13
690,14,0.14285714285714285,0.0,0.1,0.16,./data/models/1_0_2_3_0.csv,0.0058706918039579635,18
691,14,0.14285714285714285,0.125,0.1,0.16,./data/models/1_0_2_3_1.csv,0.005870920728719516,11
692,14,0.14285714285714285,0.25,0.1,0.16,./data/models/1_0_2_3_2.csv,0.005870501972159775,16
693,14,0.14285714285714285,0.375,0.1,0.16,./data/models/1_0_2_3_3.csv,0.00587119954686517,42
694,14,0.14285714285714285,0.5,0.1,0.16,./data/models/1_0_2_3_4.csv,0.005870706607527142,11
695,14,0.14285714285714285,0.0,0.1,0.21,./data/models/1_0_2_4_0.csv,0.005870452902704029,37
696,14,0.14285714285714285,0.125,0.1,0.21,./data/models/1_0_2_4_1.csv,0.005870338898514373,10
697,14,0.14285714285714285,0.25,0.1,0.21,./data/models/1_0_2_4_2.csv,0.005870676905725253,42
698,14,0.14285714285714285,0.375,0.1,0.21,./data/models/1_0_2_4_3.csv,0.005870389216056982,26
699,14,0.14285714285714285,0.5,0.1,0.21,./data/models/1_0_2_4_4.csv,0.00587076404138807,31
700,14,0.14285714285714285,0.0,0.15,0.01,./data/models/1_0_3_0_0.csv,0.005870197543071193,45
701,14,0.14285714285714285,0.125,0.15,0.01,./data/models/1_0_3_0_1.csv,0.005870258780685563,46
702,14,0.14285714285714285,0.25,0.15,0.01,./data/models/1_0_3_0_2.csv,0.005870204352574784,48
703,14,0.14285714285714285,0.375,0.15,0.01,./data/models/1_0_3_0_3.csv,0.0058702196224035535,45
704,14,0.14285714285714285,0.5,0.15,0.01,./data/models/1_0_3_0_4.csv,0.0058702390135717195,45
705,14,0.14285714285714285,0.0,0.15,0.06,./data/models/1_0_3_1_0.csv,0.0058704795901166045,39
706,14,0.14285714285714285,0.125,0.15,0.06,./data/models/1_0_3_1_1.csv,0.005870729246390441,34
707,14,0.14285714285714285,0.25,0.15,0.06,./data/models/1_0_3_1_2.csv,0.005870726665953664,34
708,14,0.14285714285714285,0.375,0.15,0.06,./data/models/1_0_3_1_3.csv,0.005870333356400614,34
709,14,0.14285714285714285,0.5,0.15,0.06,./data/models/1_0_3_1_4.csv,0.005870187632135595,36
710,14,0.14285714285714285,0.0,0.15,0.11,./data/models/1_0_3_2_0.csv,0.0058707669864035035,10
711,14,0.14285714285714285,0.125,0.15,0.11,./data/models/1_0_3_2_1.csv,0.005870808295826471,29
712,14,0.14285714285714285,0.25,0.15,0.11,./data/models/1_0_3_2_2.csv,0.005870491216440546,37
713,14,0.14285714285714285,0.375,0.15,0.11,./data/models/1_0_3_2_3.csv,0.005870376196741618,38
714,14,0.14285714285714285,0.5,0.15,0.11,./data/models/1_0_3_2_4.csv,0.005870496582120616,15
715,14,0.14285714285714285,0.0,0.15,0.16,./data/models/1_0_3_3_0.csv,0.005870667056010034,34
716,14,0.14285714285714285,0.125,0.15,0.16,./data/models/1_0_3_3_1.csv,0.005870382742785397,42
717,14,0.14285714285714285,0.25,0.15,0.16,./data/models/1_0_3_3_2.csv,0.005870447559051834,45
718,14,0.14285714285714285,0.375,0.15,0.16,./data/models/1_0_3_3_3.csv,0.005870337768047161,32
719,14,0.14285714285714285,0.5,0.15,0.16,./data/models/1_0_3_3_4.csv,0.005870765910830039,46
720,14,0.14285714285714285,0.0,0.15,0.21,./data/models/1_0_3_4_0.csv,0.005870413616197868,40
721,14,0.14285714285714285,0.125,0.15,0.21,./data/models/1_0_3_4_1.csv,0.00587047470460115,40
722,14,0.14285714285714285,0.25,0.15,0.21,./data/models/1_0_3_4_2.csv,0.005870554561865735,34
723,14,0.14285714285714285,0.375,0.15,0.21,./data/models/1_0_3_4_3.csv,0.0058715581390812776,45
724,14,0.14285714285714285,0.5,0.15,0.21,./data/models/1_0_3_4_4.csv,0.005870369475549067,47
725,14,0.14285714285714285,0.0,0.2,0.01,./data/models/1_0_4_0_0.csv,0.0058702547989980475,44
726,14,0.14285714285714285,0.125,0.2,0.01,./data/models/1_0_4_0_1.csv,0.005870382047261518,44
727,14,0.14285714285714285,0.25,0.2,0.01,./data/models/1_0_4_0_2.csv,0.005870215476761638,49
728,14,0.14285714285714285,0.375,0.2,0.01,./data/models/1_0_4_0_3.csv,0.005870288296536205,49
729,14,0.14285714285714285,0.5,0.2,0.01,./data/models/1_0_4_0_4.csv,0.005870197669517811,49
730,14,0.14285714285714285,0.0,0.2,0.06,./data/models/1_0_4_1_0.csv,0.005870478268610777,39
731,14,0.14285714285714285,0.125,0.2,0.06,./data/models/1_0_4_1_1.csv,0.005870663362337728,33
732,14,0.14285714285714285,0.25,0.2,0.06,./data/models/1_0_4_1_2.csv,0.00587075047964671,31
733,14,0.14285714285714285,0.375,0.2,0.06,./data/models/1_0_4_1_3.csv,0.005870117239127066,22
734,14,0.14285714285714285,0.5,0.2,0.06,./data/models/1_0_4_1_4.csv,0.005870417487312577,39
735,14,0.14285714285714285,0.0,0.2,0.11,./data/models/1_0_4_2_0.csv,0.005870695933518732,31
736,14,0.14285714285714285,0.125,0.2,0.11,./data/models/1_0_4_2_1.csv,0.00587102621486235,33
737,14,0.14285714285714285,0.25,0.2,0.11,./data/models/1_0_4_2_2.csv,0.005870692899303436,33
738,14,0.14285714285714285,0.375,0.2,0.11,./data/models/1_0_4_2_3.csv,0.005870743707449241,34
739,14,0.14285714285714285,0.5,0.2,0.11,./data/models/1_0_4_2_4.csv,0.005870904968750397,14
740,14,0.14285714285714285,0.0,0.2,0.16,./data/models/1_0_4_3_0.csv,0.005874569882952426,7
741,14,0.14285714285714285,0.125,0.2,0.16,./data/models/1_0_4_3_1.csv,0.005870962928212973,23
742,14,0.14285714285714285,0.25,0.2,0.16,./data/models/1_0_4_3_2.csv,0.005871407567784237,31
743,14,0.14285714285714285,0.375,0.2,0.16,./data/models/1_0_4_3_3.csv,0.005871005217112151,34
744,14,0.14285714285714285,0.5,0.2,0.16,./data/models/1_0_4_3_4.csv,0.005871253396657803,39
745,14,0.14285714285714285,0.0,0.2,0.21,./data/models/1_0_4_4_0.csv,0.005871379095114122,31
746,14,0.14285714285714285,0.125,0.2,0.21,./data/models/1_0_4_4_1.csv,0.00587189295944983,20
747,14,0.14285714285714285,0.25,0.2,0.21,./data/models/1_0_4_4_2.csv,0.005878412073657641,16
748,14,0.14285714285714285,0.375,0.2,0.21,./data/models/1_0_4_4_3.csv,0.005871151720245533,33
749,14,0.14285714285714285,0.5,0.2,0.21,./data/models/1_0_4_4_4.csv,0.0058709755852114145,45
750,49,0.14285714285714285,0.0,0.0,0.01,./data/models/1_1_0_0_0.csv,0.005870422833899599,43
751,49,0.14285714285714285,0.125,0.0,0.01,./data/models/1_1_0_0_1.csv,0.005870118780478795,37
752,49,0.14285714285714285,0.25,0.0,0.01,./data/models/1_1_0_0_2.csv,0.005870547069765577,48
753,49,0.14285714285714285,0.375,0.0,0.01,./data/models/1_1_0_0_3.csv,0.005870121385632227,36
754,49,0.14285714285714285,0.5,0.0,0.01,./data/models/1_1_0_0_4.csv,0.005870104255818468,18
755,49,0.14285714285714285,0.0,0.0,0.06,./data/models/1_1_0_1_0.csv,0.005870089408537218,45
756,49,0.14285714285714285,0.125,0.0,0.06,./data/models/1_1_0_1_1.csv,0.005870919728564616,23
757,49,0.14285714285714285,0.25,0.0,0.06,./data/models/1_1_0_1_2.csv,0.005870719059456975,26
758,49,0.14285714285714285,0.375,0.0,0.06,./data/models/1_1_0_1_3.csv,0.005870420506750785,26
759,49,0.14285714285714285,0.5,0.0,0.06,./data/models/1_1_0_1_4.csv,0.005871172258050349,45
760,49,0.14285714285714285,0.0,0.0,0.11,./data/models/1_1_0_2_0.csv,0.0058719120951915005,13
761,49,0.14285714285714285,0.125,0.0,0.11,./data/models/1_1_0_2_1.csv,0.005871180817077175,37
762,49,0.14285714285714285,0.25,0.0,0.11,./data/models/1_1_0_2_2.csv,0.00587020214677057,47
763,49,0.14285714285714285,0.375,0.0,0.11,./data/models/1_1_0_2_3.csv,0.005871190317114043,30
764,49,0.14285714285714285,0.5,0.0,0.11,./data/models/1_1_0_2_4.csv,0.00587059272267467,29
765,49,0.14285714285714285,0.0,0.0,0.16,./data/models/1_1_0_3_0.csv,0.0058705820971249895,42
766,49,0.14285714285714285,0.125,0.0,0.16,./data/models/1_1_0_3_1.csv,0.0058706687302174905,7
767,49,0.14285714285714285,0.25,0.0,0.16,./data/models/1_1_0_3_2.csv,0.0058713362557759954,48
768,49,0.14285714285714285,0.375,0.0,0.16,./data/models/1_1_0_3_3.csv,0.005883166354185249,22
769,49,0.14285714285714285,0.5,0.0,0.16,./data/models/1_1_0_3_4.csv,0.005871048603287897,27
770,49,0.14285714285714285,0.0,0.0,0.21,./data/models/1_1_0_4_0.csv,0.005870209304659556,20
771,49,0.14285714285714285,0.125,0.0,0.21,./data/models/1_1_0_4_1.csv,0.005872002427579321,30
772,49,0.14285714285714285,0.25,0.0,0.21,./data/models/1_1_0_4_2.csv,0.005871116231854409,5
773,49,0.14285714285714285,0.375,0.0,0.21,./data/models/1_1_0_4_3.csv,0.005870826480293658,23
774,49,0.14285714285714285,0.5,0.0,0.21,./data/models/1_1_0_4_4.csv,0.005871087102642906,25
775,49,0.14285714285714285,0.0,0.05,0.01,./data/models/1_1_1_0_0.csv,0.005870238351375007,43
776,49,0.14285714285714285,0.125,0.05,0.01,./data/models/1_1_1_0_1.csv,0.00587008271704447,41
777,49,0.14285714285714285,0.25,0.05,0.01,./data/models/1_1_1_0_2.csv,0.00587022234515489,38
778,49,0.14285714285714285,0.375,0.05,0.01,./data/models/1_1_1_0_3.csv,0.005870131106644413,45
779,49,0.14285714285714285,0.5,0.05,0.01,./data/models/1_1_1_0_4.csv,0.005870095750598341,13
780,49,0.14285714285714285,0.0,0.05,0.06,./data/models/1_1_1_1_0.csv,0.0058711337894419065,40
781,49,0.14285714285714285,0.125,0.05,0.06,./data/models/1_1_1_1_1.csv,0.005870557092817726,49
782,49,0.14285714285714285,0.25,0.05,0.06,./data/models/1_1_1_1_2.csv,0.005870701077964842,20
783,49,0.14285714285714285,0.375,0.05,0.06,./data/models/1_1_1_1_3.csv,0.005870131140891466,40
784,49,0.14285714285714285,0.5,0.05,0.06,./data/models/1_1_1_1_4.csv,0.005870238616500387,15
785,49,0.14285714285714285,0.0,0.05,0.11,./data/models/1_1_1_2_0.csv,0.005871393745469223,47
786,49,0.14285714285714285,0.125,0.05,0.11,./data/models/1_1_1_2_1.csv,0.005871042737876581,38
787,49,0.14285714285714285,0.25,0.05,0.11,./data/models/1_1_1_2_2.csv,0.005870378971878301,33
788,49,0.14285714285714285,0.375,0.05,0.11,./data/models/1_1_1_2_3.csv,0.005871241213780554,23
789,49,0.14285714285714285,0.5,0.05,0.11,./data/models/1_1_1_2_4.csv,0.005873480607677442,27
790,49,0.14285714285714285,0.0,0.05,0.16,./data/models/1_1_1_3_0.csv,0.005872200615577389,43
791,49,0.14285714285714285,0.125,0.05,0.16,./data/models/1_1_1_3_1.csv,0.0058717927600839895,33
792,49,0.14285714285714285,0.25,0.05,0.16,./data/models/1_1_1_3_2.csv,0.005870621454689446,48
793,49,0.14285714285714285,0.375,0.05,0.16,./data/models/1_1_1_3_3.csv,0.005870719465437874,22
794,49,0.14285714285714285,0.5,0.05,0.16,./data/models/1_1_1_3_4.csv,0.0058715311805759675,32
795,49,0.14285714285714285,0.0,0.05,0.21,./data/models/1_1_1_4_0.csv,0.005894862378414316,32
796,49,0.14285714285714285,0.125,0.05,0.21,./data/models/1_1_1_4_1.csv,0.005877616893621222,6
797,49,0.14285714285714285,0.25,0.05,0.21,./data/models/1_1_1_4_2.csv,0.005871373181464716,24
798,49,0.14285714285714285,0.375,0.05,0.21,./data/models/1_1_1_4_3.csv,0.005874982990581787,6
799,49,0.14285714285714285,0.5,0.05,0.21,./data/models/1_1_1_4_4.csv,0.005874105280113175,30
800,49,0.14285714285714285,0.0,0.1,0.01,./data/models/1_1_2_0_0.csv,0.0058701570780768115,48
801,49,0.14285714285714285,0.125,0.1,0.01,./data/models/1_1_2_0_1.csv,0.005870143824093196,33
802,49,0.14285714285714285,0.25,0.1,0.01,./data/models/1_1_2_0_2.csv,0.005870041306710752,34
803,49,0.14285714285714285,0.375,0.1,0.01,./data/models/1_1_2_0_3.csv,0.005870126427197117,30
804,49,0.14285714285714285,0.5,0.1,0.01,./data/models/1_1_2_0_4.csv,0.005870130703082307,46
805,49,0.14285714285714285,0.0,0.1,0.06,./data/models/1_1_2_1_0.csv,0.005870600401843406,22
806,49,0.14285714285714285,0.125,0.1,0.06,./data/models/1_1_2_1_1.csv,0.005870759662021396,49
807,49,0.14285714285714285,0.25,0.1,0.06,./data/models/1_1_2_1_2.csv,0.005870332483737967,31
808,49,0.14285714285714285,0.375,0.1,0.06,./data/models/1_1_2_1_3.csv,0.005870814797852691,49
809,49,0.14285714285714285,0.5,0.1,0.06,./data/models/1_1_2_1_4.csv,0.005870882480368521,30
810,49,0.14285714285714285,0.0,0.1,0.11,./data/models/1_1_2_2_0.csv,0.005870968594833,29
811,49,0.14285714285714285,0.125,0.1,0.11,./data/models/1_1_2_2_1.csv,0.005870352776716091,7
812,49,0.14285714285714285,0.25,0.1,0.11,./data/models/1_1_2_2_2.csv,0.00587079924508137,24
813,49,0.14285714285714285,0.375,0.1,0.11,./data/models/1_1_2_2_3.csv,0.00587096462967979,49
814,49,0.14285714285714285,0.5,0.1,0.11,./data/models/1_1_2_2_4.csv,0.00587036824797842,19
815,49,0.14285714285714285,0.0,0.1,0.16,./data/models/1_1_2_3_0.csv,0.0058705431097766944,13
816,49,0.14285714285714285,0.125,0.1,0.16,./data/models/1_1_2_3_1.csv,0.005871075985195828,29
817,49,0.14285714285714285,0.25,0.1,0.16,./data/models/1_1_2_3_2.csv,0.005870772108129016,17
818,49,0.14285714285714285,0.375,0.1,0.16,./data/models/1_1_2_3_3.csv,0.005874430888064639,12
819,49,0.14285714285714285,0.5,0.1,0.16,./data/models/1_1_2_3_4.csv,0.005871177107296411,28
820,49,0.14285714285714285,0.0,0.1,0.21,./data/models/1_1_2_4_0.csv,0.005876375607857644,17
821,49,0.14285714285714285,0.125,0.1,0.21,./data/models/1_1_2_4_1.csv,0.005876533174150648,18
822,49,0.14285714285714285,0.25,0.1,0.21,./data/models/1_1_2_4_2.csv,0.005871184335885623,11
823,49,0.14285714285714285,0.375,0.1,0.21,./data/models/1_1_2_4_3.csv,0.005874067695813816,22
824,49,0.14285714285714285,0.5,0.1,0.21,./data/models/1_1_2_4_4.csv,0.005871060469526046,30
825,49,0.14285714285714285,0.0,0.15,0.01,./data/models/1_1_3_0_0.csv,0.005870484660304131,48
826,49,0.14285714285714285,0.125,0.15,0.01,./data/models/1_1_3_0_1.csv,0.005870071332839154,21
827,49,0.14285714285714285,0.25,0.15,0.01,./data/models/1_1_3_0_2.csv,0.005870226460682321,39
828,49,0.14285714285714285,0.375,0.15,0.01,./data/models/1_1_3_0_3.csv,0.005870254968984227,21
829,49,0.14285714285714285,0.5,0.15,0.01,./data/models/1_1_3_0_4.csv,0.005870231389539591,26
830,49,0.14285714285714285,0.0,0.15,0.06,./data/models/1_1_3_1_0.csv,0.0058703330017786225,40
831,49,0.14285714285714285,0.125,0.15,0.06,./data/models/1_1_3_1_1.csv,0.005870567164574595,19
832,49,0.14285714285714285,0.25,0.15,0.06,./data/models/1_1_3_1_2.csv,0.005870199502744654,7
833,49,0.14285714285714285,0.375,0.15,0.06,./data/models/1_1_3_1_3.csv,0.005870621506311337,25
834,49,0.14285714285714285,0.5,0.15,0.06,./data/models/1_1_3_1_4.csv,0.00587052077978275,34
835,49,0.14285714285714285,0.0,0.15,0.11,./data/models/1_1_3_2_0.csv,0.005871234707548669,10
836,49,0.14285714285714285,0.125,0.15,0.11,./data/models/1_1_3_2_1.csv,0.005870143152897871,8
837,49,0.14285714285714285,0.25,0.15,0.11,./data/models/1_1_3_2_2.csv,0.00587046646629434,32
838,49,0.14285714285714285,0.375,0.15,0.11,./data/models/1_1_3_2_3.csv,0.005870291315184408,25
839,49,0.14285714285714285,0.5,0.15,0.11,./data/models/1_1_3_2_4.csv,0.005870609554882519,42
840,49,0.14285714285714285,0.0,0.15,0.16,./data/models/1_1_3_3_0.csv,0.005870604551281297,20
841,49,0.14285714285714285,0.125,0.15,0.16,./data/models/1_1_3_3_1.csv,0.005870357773417515,30
842,49,0.14285714285714285,0.25,0.15,0.16,./data/models/1_1_3_3_2.csv,0.005870140285011128,39
843,49,0.14285714285714285,0.375,0.15,0.16,./data/models/1_1_3_3_3.csv,0.005870528452610618,10
844,49,0.14285714285714285,0.5,0.15,0.16,./data/models/1_1_3_3_4.csv,0.005870390345249993,14
845,49,0.14285714285714285,0.0,0.15,0.21,./data/models/1_1_3_4_0.csv,0.0058703480216803225,33
846,49,0.14285714285714285,0.125,0.15,0.21,./data/models/1_1_3_4_1.csv,0.005870775016905974,27
847,49,0.14285714285714285,0.25,0.15,0.21,./data/models/1_1_3_4_2.csv,0.005870422464302346,42
848,49,0.14285714285714285,0.375,0.15,0.21,./data/models/1_1_3_4_3.csv,0.0058707398111178255,46
849,49,0.14285714285714285,0.5,0.15,0.21,./data/models/1_1_3_4_4.csv,0.005870588274086882,39
850,49,0.14285714285714285,0.0,0.2,0.01,./data/models/1_1_4_0_0.csv,0.00587047886657807,43
851,49,0.14285714285714285,0.125,0.2,0.01,./data/models/1_1_4_0_1.csv,0.005870097104200331,24
852,49,0.14285714285714285,0.25,0.2,0.01,./data/models/1_1_4_0_2.csv,0.005870419661555134,44
853,49,0.14285714285714285,0.375,0.2,0.01,./data/models/1_1_4_0_3.csv,0.00587015759703042,38
854,49,0.14285714285714285,0.5,0.2,0.01,./data/models/1_1_4_0_4.csv,0.005870328742213421,49
855,49,0.14285714285714285,0.0,0.2,0.06,./data/models/1_1_4_1_0.csv,0.005870497616166311,21
856,49,0.14285714285714285,0.125,0.2,0.06,./data/models/1_1_4_1_1.csv,0.005870503495829609,49
857,49,0.14285714285714285,0.25,0.2,0.06,./data/models/1_1_4_1_2.csv,0.0058702264741189066,7
858,49,0.14285714285714285,0.375,0.2,0.06,./data/models/1_1_4_1_3.csv,0.005870623758303675,16
859,49,0.14285714285714285,0.5,0.2,0.06,./data/models/1_1_4_1_4.csv,0.005870378274877312,38
860,49,0.14285714285714285,0.0,0.2,0.11,./data/models/1_1_4_2_0.csv,0.005871161354897798,34
861,49,0.14285714285714285,0.125,0.2,0.11,./data/models/1_1_4_2_1.csv,0.005870502028582537,7
862,49,0.14285714285714285,0.25,0.2,0.11,./data/models/1_1_4_2_2.csv,0.005870117449011422,12
863,49,0.14285714285714285,0.375,0.2,0.11,./data/models/1_1_4_2_3.csv,0.005871104689270772,44
864,49,0.14285714285714285,0.5,0.2,0.11,./data/models/1_1_4_2_4.csv,0.005870706919056205,49
865,49,0.14285714285714285,0.0,0.2,0.16,./data/models/1_1_4_3_0.csv,0.005871147132510093,41
866,49,0.14285714285714285,0.125,0.2,0.16,./data/models/1_1_4_3_1.csv,0.005871082576871881,21
867,49,0.14285714285714285,0.25,0.2,0.16,./data/models/1_1_4_3_2.csv,0.00587033067039988,10
868,49,0.14285714285714285,0.375,0.2,0.16,./data/models/1_1_4_3_3.csv,0.005871367832323234,28
869,49,0.14285714285714285,0.5,0.2,0.16,./data/models/1_1_4_3_4.csv,0.005870537245862612,42
870,49,0.14285714285714285,0.0,0.2,0.21,./data/models/1_1_4_4_0.csv,0.0058704558240077215,7
871,49,0.14285714285714285,0.125,0.2,0.21,./data/models/1_1_4_4_1.csv,0.005871140196108756,46
872,49,0.14285714285714285,0.25,0.2,0.21,./data/models/1_1_4_4_2.csv,0.00587011750306072,34
873,49,0.14285714285714285,0.375,0.2,0.21,./data/models/1_1_4_4_3.csv,0.005871173849619406,32
874,49,0.14285714285714285,0.5,0.2,0.21,./data/models/1_1_4_4_4.csv,0.0058701014467649314,15
875,84,0.14285714285714285,0.0,0.0,0.01,./data/models/1_2_0_0_0.csv,0.005870490824625304,45
876,84,0.14285714285714285,0.125,0.0,0.01,./data/models/1_2_0_0_1.csv,0.005870184474009935,44
877,84,0.14285714285714285,0.25,0.0,0.01,./data/models/1_2_0_0_2.csv,0.0058701995771499845,39
878,84,0.14285714285714285,0.375,0.0,0.01,./data/models/1_2_0_0_3.csv,0.005870115208891657,32
879,84,0.14285714285714285,0.5,0.0,0.01,./data/models/1_2_0_0_4.csv,0.00587019406275898,31
880,84,0.14285714285714285,0.0,0.0,0.06,./data/models/1_2_0_1_0.csv,0.005870611123897198,23
881,84,0.14285714285714285,0.125,0.0,0.06,./data/models/1_2_0_1_1.csv,0.005870644980461779,12
882,84,0.14285714285714285,0.25,0.0,0.06,./data/models/1_2_0_1_2.csv,0.005870218559998906,39
883,84,0.14285714285714285,0.375,0.0,0.06,./data/models/1_2_0_1_3.csv,0.005870609590901534,49
884,84,0.14285714285714285,0.5,0.0,0.06,./data/models/1_2_0_1_4.csv,0.005870743248193277,33
885,84,0.14285714285714285,0.0,0.0,0.11,./data/models/1_2_0_2_0.csv,0.005870800655518032,28
886,84,0.14285714285714285,0.125,0.0,0.11,./data/models/1_2_0_2_1.csv,0.005871469357661932,49
887,84,0.14285714285714285,0.25,0.0,0.11,./data/models/1_2_0_2_2.csv,0.005871521819487421,6
888,84,0.14285714285714285,0.375,0.0,0.11,./data/models/1_2_0_2_3.csv,0.005870205320238554,31
889,84,0.14285714285714285,0.5,0.0,0.11,./data/models/1_2_0_2_4.csv,0.005870769327683305,5
890,84,0.14285714285714285,0.0,0.0,0.16,./data/models/1_2_0_3_0.csv,0.005875548198603314,45
891,84,0.14285714285714285,0.125,0.0,0.16,./data/models/1_2_0_3_1.csv,0.005872259373738469,39
892,84,0.14285714285714285,0.25,0.0,0.16,./data/models/1_2_0_3_2.csv,0.005871652578079118,14
893,84,0.14285714285714285,0.375,0.0,0.16,./data/models/1_2_0_3_3.csv,0.005880486708278422,45
894,84,0.14285714285714285,0.5,0.0,0.16,./data/models/1_2_0_3_4.csv,0.005876032471338379,10
895,84,0.14285714285714285,0.0,0.0,0.21,./data/models/1_2_0_4_0.csv,0.005873809790590423,26
896,84,0.14285714285714285,0.125,0.0,0.21,./data/models/1_2_0_4_1.csv,0.005872269895758323,26
897,84,0.14285714285714285,0.25,0.0,0.21,./data/models/1_2_0_4_2.csv,0.005870476302115819,6
898,84,0.14285714285714285,0.375,0.0,0.21,./data/models/1_2_0_4_3.csv,0.005873796428065034,18
