sn,population,elite_rate,crossover,mutation_rate,mutation_change,filename,error,generations
1587,144,0.08333333333333333,0.25,0.15,0.11,./data/models/2_2_3_2_2.csv,0.005871027684937731,49
1588,144,0.08333333333333333,0.375,0.15,0.11,./data/models/2_2_3_2_3.csv,0.005870348114103686,19
1589,144,0.08333333333333333,0.5,0.15,0.11,./data/models/2_2_3_2_4.csv,0.005871209989812454,17
1590,144,0.08333333333333333,0.0,0.15,0.16,./data/models/2_2_3_3_0.csv,0.005870979818678847,23
1591,144,0.08333333333333333,0.125,0.15,0.16,./data/models/2_2_3_3_1.csv,0.005870649848173176,32
1592,144,0.08333333333333333,0.25,0.15,0.16,./data/models/2_2_3_3_2.csv,0.005870818629245774,47
1593,144,0.08333333333333333,0.375,0.15,0.16,./data/models/2_2_3_3_3.csv,0.005870891247848847,30
1594,144,0.08333333333333333,0.5,0.15,0.16,./data/models/2_2_3_3_4.csv,0.005871379354681338,27
1595,144,0.08333333333333333,0.0,0.15,0.21,./data/models/2_2_3_4_0.csv,0.005871987841185068,45
1596,144,0.08333333333333333,0.125,0.15,0.21,./data/models/2_2_3_4_1.csv,0.005870310826567119,35
1597,144,0.08333333333333333,0.25,0.15,0.21,./data/models/2_2_3_4_2.csv,0.005870718582625502,33
1598,144,0.08333333333333333,0.375,0.15,0.21,./data/models/2_2_3_4_3.csv,0.005870842392319726,32
1599,144,0.08333333333333333,0.5,0.15,0.21,./data/models/2_2_3_4_4.csv,0.0058711211473979966,11
1600,144,0.08333333333333333,0.0,0.2,0.01,./data/models/2_2_4_0_0.csv,0.005870215582994271,49
1601,144,0.08333333333333333,0.125,0.2,0.01,./data/models/2_2_4_0_1.csv,0.005870329524176406,41
1602,144,0.08333333333333333,0.25,0.2,0.01,./data/models/2_2_4_0_2.csv,0.005870114913896605,26
1603,144,0.08333333333333333,0.375,0.2,0.01,./data/models/2_2_4_0_3.csv,0.007730434960162136,49
1604,144,0.08333333333333333,0.5,0.2,0.01,./data/models/2_2_4_0_4.csv,0.005870188042278802,18
1605,144,0.08333333333333333,0.0,0.2,0.06,./data/models/2_2_4_1_0.csv,0.005870262197319088,34
1606,144,0.08333333333333333,0.125,0.2,0.06,./data/models/2_2_4_1_1.csv,0.005870201122814874,13
1607,144,0.08333333333333333,0.25,0.2,0.06,./data/models/2_2_4_1_2.csv,0.005870297071019056,41
1608,144,0.08333333333333333,0.375,0.2,0.06,./data/models/2_2_4_1_3.csv,0.0058701125577004685,20
1609,144,0.08333333333333333,0.5,0.2,0.06,./data/models/2_2_4_1_4.csv,0.005870108044663479,30
1610,144,0.08333333333333333,0.0,0.2,0.11,./data/models/2_2_4_2_0.csv,0.005871009671727747,22
1611,144,0.08333333333333333,0.125,0.2,0.11,./data/models/2_2_4_2_1.csv,0.00587094133252895,25
1612,144,0.08333333333333333,0.25,0.2,0.11,./data/models/2_2_4_2_2.csv,0.005870285349758674,31
1613,144,0.08333333333333333,0.375,0.2,0.11,./data/models/2_2_4_2_3.csv,0.005870171643261679,21
1614,144,0.08333333333333333,0.5,0.2,0.11,./data/models/2_2_4_2_4.csv,0.005870849124712504,27
1615,144,0.08333333333333333,0.0,0.2,0.16,./data/models/2_2_4_3_0.csv,0.005870629834941831,29
1616,144,0.08333333333333333,0.125,0.2,0.16,./data/models/2_2_4_3_1.csv,0.005870185771643827,46
1617,144,0.08333333333333333,0.25,0.2,0.16,./data/models/2_2_4_3_2.csv,0.005870821683755424,43
1618,144,0.08333333333333333,0.375,0.2,0.16,./data/models/2_2_4_3_3.csv,0.005870525930549049,42
1619,144,0.08333333333333333,0.5,0.2,0.16,./data/models/2_2_4_3_4.csv,0.005870106507991584,27
1620,144,0.08333333333333333,0.0,0.2,0.21,./data/models/2_2_4_4_0.csv,0.005878352397923307,31
1621,144,0.08333333333333333,0.125,0.2,0.21,./data/models/2_2_4_4_1.csv,0.005870358805528413,36
1622,144,0.08333333333333333,0.25,0.2,0.21,./data/models/2_2_4_4_2.csv,0.005871012639352325,42
1623,144,0.08333333333333333,0.375,0.2,0.21,./data/models/2_2_4_4_3.csv,0.005870554375269117,24
1624,144,0.08333333333333333,0.5,0.2,0.21,./data/models/2_2_4_4_4.csv,0.005870526444977253,24
1625,204,0.08333333333333333,0.0,0.0,0.01,./data/models/2_3_0_0_0.csv,0.005870115462614783,49
1626,204,0.08333333333333333,0.125,0.0,0.01,./data/models/2_3_0_0_1.csv,0.005870245301384771,46
1627,204,0.08333333333333333,0.25,0.0,0.01,./data/models/2_3_0_0_2.csv,0.005870553050366668,48
1628,204,0.08333333333333333,0.375,0.0,0.01,./data/models/2_3_0_0_3.csv,0.006046111883171844,49
1629,204,0.08333333333333333,0.5,0.0,0.01,./data/models/2_3_0_0_4.csv,0.0058702817521544045,47
1630,204,0.08333333333333333,0.0,0.0,0.06,./data/models/2_3_0_1_0.csv,0.005871414944506162,44
1631,204,0.08333333333333333,0.125,0.0,0.06,./data/models/2_3_0_1_1.csv,0.005871158938120142,18
1632,204,0.08333333333333333,0.25,0.0,0.06,./data/models/2_3_0_1_2.csv,0.0058714025093998925,41
1633,204,0.08333333333333333,0.375,0.0,0.06,./data/models/2_3_0_1_3.csv,0.005870735605894099,10
1634,204,0.08333333333333333,0.5,0.0,0.06,./data/models/2_3_0_1_4.csv,0.005870626227482278,46
1635,204,0.08333333333333333,0.0,0.0,0.11,./data/models/2_3_0_2_0.csv,0.0058711526222508205,37
1636,204,0.08333333333333333,0.125,0.0,0.11,./data/models/2_3_0_2_1.csv,0.0058707886514204385,40
1637,204,0.08333333333333333,0.25,0.0,0.11,./data/models/2_3_0_2_2.csv,0.005872028320783737,27
1638,204,0.08333333333333333,0.375,0.0,0.11,./data/models/2_3_0_2_3.csv,0.005871027924218871,20
1639,204,0.08333333333333333,0.5,0.0,0.11,./data/models/2_3_0_2_4.csv,0.0058708437249532135,44
1640,204,0.08333333333333333,0.0,0.0,0.16,./data/models/2_3_0_3_0.csv,0.005871325175247242,25
1641,204,0.08333333333333333,0.125,0.0,0.16,./data/models/2_3_0_3_1.csv,0.005875301740543135,31
1642,204,0.08333333333333333,0.25,0.0,0.16,./data/models/2_3_0_3_2.csv,0.00587087640982412,23
1643,204,0.08333333333333333,0.375,0.0,0.16,./data/models/2_3_0_3_3.csv,0.005872029691020244,25
1644,204,0.08333333333333333,0.5,0.0,0.16,./data/models/2_3_0_3_4.csv,0.005872369755979572,37
1645,204,0.08333333333333333,0.0,0.0,0.21,./data/models/2_3_0_4_0.csv,0.0058779774163774485,27
1646,204,0.08333333333333333,0.125,0.0,0.21,./data/models/2_3_0_4_1.csv,0.005870627983554304,15
1647,204,0.08333333333333333,0.25,0.0,0.21,./data/models/2_3_0_4_2.csv,0.005871649562167509,25
1648,204,0.08333333333333333,0.375,0.0,0.21,./data/models/2_3_0_4_3.csv,0.005870941519775871,16
1649,204,0.08333333333333333,0.5,0.0,0.21,./data/models/2_3_0_4_4.csv,0.005873423184088515,23
1650,204,0.08333333333333333,0.0,0.05,0.01,./data/models/2_3_1_0_0.csv,0.005870308689542364,49
1651,204,0.08333333333333333,0.125,0.05,0.01,./data/models/2_3_1_0_1.csv,0.005870567948572792,49
1652,204,0.08333333333333333,0.25,0.05,0.01,./data/models/2_3_1_0_2.csv,0.006161521845584239,49
1653,204,0.08333333333333333,0.375,0.05,0.01,./data/models/2_3_1_0_3.csv,0.0076618963736415704,49
1654,204,0.08333333333333333,0.5,0.05,0.01,./data/models/2_3_1_0_4.csv,0.00587017502725011,20
1655,204,0.08333333333333333,0.0,0.05,0.06,./data/models/2_3_1_1_0.csv,0.005870958017823193,45
1656,204,0.08333333333333333,0.125,0.05,0.06,./data/models/2_3_1_1_1.csv,0.005870906401415464,25
1657,204,0.08333333333333333,0.25,0.05,0.06,./data/models/2_3_1_1_2.csv,0.005871081134054208,34
1658,204,0.08333333333333333,0.375,0.05,0.06,./data/models/2_3_1_1_3.csv,0.0058706947808901564,27
1659,204,0.08333333333333333,0.5,0.05,0.06,./data/models/2_3_1_1_4.csv,0.005870915770298293,37
1660,204,0.08333333333333333,0.0,0.05,0.11,./data/models/2_3_1_2_0.csv,0.005871539161440205,28
1661,204,0.08333333333333333,0.125,0.05,0.11,./data/models/2_3_1_2_1.csv,0.005871623561158432,39
1662,204,0.08333333333333333,0.25,0.05,0.11,./data/models/2_3_1_2_2.csv,0.005870997838675877,39
1663,204,0.08333333333333333,0.375,0.05,0.11,./data/models/2_3_1_2_3.csv,0.005870133130354087,7
1664,204,0.08333333333333333,0.5,0.05,0.11,./data/models/2_3_1_2_4.csv,0.005870879809719143,39
1665,204,0.08333333333333333,0.0,0.05,0.16,./data/models/2_3_1_3_0.csv,0.0058708621133724105,36
1666,204,0.08333333333333333,0.125,0.05,0.16,./data/models/2_3_1_3_1.csv,0.0058716419424316305,22
1667,204,0.08333333333333333,0.25,0.05,0.16,./data/models/2_3_1_3_2.csv,0.005870137492293143,47
1668,204,0.08333333333333333,0.375,0.05,0.16,./data/models/2_3_1_3_3.csv,0.005871145258266682,10
1669,204,0.08333333333333333,0.5,0.05,0.16,./data/models/2_3_1_3_4.csv,0.005872589432868161,38
1670,204,0.08333333333333333,0.0,0.05,0.21,./data/models/2_3_1_4_0.csv,0.00587600785532697,20
1671,204,0.08333333333333333,0.125,0.05,0.21,./data/models/2_3_1_4_1.csv,0.00587762563836182,5
1672,204,0.08333333333333333,0.25,0.05,0.21,./data/models/2_3_1_4_2.csv,0.005880007979505759,39
1673,204,0.08333333333333333,0.375,0.05,0.21,./data/models/2_3_1_4_3.csv,0.005870728655601681,7
1674,204,0.08333333333333333,0.5,0.05,0.21,./data/models/2_3_1_4_4.csv,0.0058812139147360835,29
1675,204,0.08333333333333333,0.0,0.1,0.01,./data/models/2_3_2_0_0.csv,0.005870204714417298,46
1676,204,0.08333333333333333,0.125,0.1,0.01,./data/models/2_3_2_0_1.csv,0.008413353044426596,49
1677,204,0.08333333333333333,0.25,0.1,0.01,./data/models/2_3_2_0_2.csv,0.005870365571514065,44
1678,204,0.08333333333333333,0.375,0.1,0.01,./data/models/2_3_2_0_3.csv,0.0058702080901169166,26
1679,204,0.08333333333333333,0.5,0.1,0.01,./data/models/2_3_2_0_4.csv,0.005870959028067428,49
1680,204,0.08333333333333333,0.0,0.1,0.06,./data/models/2_3_2_1_0.csv,0.005871044090662561,27
1681,204,0.08333333333333333,0.125,0.1,0.06,./data/models/2_3_2_1_1.csv,0.005870589519370772,42
1682,204,0.08333333333333333,0.25,0.1,0.06,./data/models/2_3_2_1_2.csv,0.005870074780644533,17
1683,204,0.08333333333333333,0.375,0.1,0.06,./data/models/2_3_2_1_3.csv,0.005870926679892826,35
1684,204,0.08333333333333333,0.5,0.1,0.06,./data/models/2_3_2_1_4.csv,0.005870335868436386,22
1685,204,0.08333333333333333,0.0,0.1,0.11,./data/models/2_3_2_2_0.csv,0.005870737457889818,6
1686,204,0.08333333333333333,0.125,0.1,0.11,./data/models/2_3_2_2_1.csv,0.005871253589273883,15
1687,204,0.08333333333333333,0.25,0.1,0.11,./data/models/2_3_2_2_2.csv,0.005871177860480396,27
1688,204,0.08333333333333333,0.375,0.1,0.11,./data/models/2_3_2_2_3.csv,0.005870454881856493,19
1689,204,0.08333333333333333,0.5,0.1,0.11,./data/models/2_3_2_2_4.csv,0.005871029134187587,27
1690,204,0.08333333333333333,0.0,0.1,0.16,./data/models/2_3_2_3_0.csv,0.005871021842636174,10
1691,204,0.08333333333333333,0.125,0.1,0.16,./data/models/2_3_2_3_1.csv,0.005871088130450253,12
1692,204,0.08333333333333333,0.25,0.1,0.16,./data/models/2_3_2_3_2.csv,0.0058707231299029525,26
1693,204,0.08333333333333333,0.375,0.1,0.16,./data/models/2_3_2_3_3.csv,0.0058702652453384244,41
1694,204,0.08333333333333333,0.5,0.1,0.16,./data/models/2_3_2_3_4.csv,0.005870393106990885,38
1695,204,0.08333333333333333,0.0,0.1,0.21,./data/models/2_3_2_4_0.csv,0.005870600730692107,45
1696,204,0.08333333333333333,0.125,0.1,0.21,./data/models/2_3_2_4_1.csv,0.00587316709108574,12
1697,204,0.08333333333333333,0.25,0.1,0.21,./data/models/2_3_2_4_2.csv,0.005871237097928474,18
1698,204,0.08333333333333333,0.375,0.1,0.21,./data/models/2_3_2_4_3.csv,0.005870554463843733,37
1699,204,0.08333333333333333,0.5,0.1,0.21,./data/models/2_3_2_4_4.csv,0.0058708111767027445,36
1700,204,0.08333333333333333,0.0,0.15,0.01,./data/models/2_3_3_0_0.csv,0.0058705484746352015,49
1701,204,0.08333333333333333,0.125,0.15,0.01,./data/models/2_3_3_0_1.csv,0.005870260059247774,39
1702,204,0.08333333333333333,0.25,0.15,0.01,./data/models/2_3_3_0_2.csv,0.008988592182701153,49
1703,204,0.08333333333333333,0.375,0.15,0.01,./data/models/2_3_3_0_3.csv,0.005870042235046042,49
1704,204,0.08333333333333333,0.5,0.15,0.01,./data/models/2_3_3_0_4.csv,0.005870201494805543,38
1705,204,0.08333333333333333,0.0,0.15,0.06,./data/models/2_3_3_1_0.csv,0.005871001986532324,27
1706,204,0.08333333333333333,0.125,0.15,0.06,./data/models/2_3_3_1_1.csv,0.0058704329233491065,11
1707,204,0.08333333333333333,0.25,0.15,0.06,./data/models/2_3_3_1_2.csv,0.005870514706681865,31
1708,204,0.08333333333333333,0.375,0.15,0.06,./data/models/2_3_3_1_3.csv,0.005871617878198142,49
1709,204,0.08333333333333333,0.5,0.15,0.06,./data/models/2_3_3_1_4.csv,0.005870750060302098,16
1710,204,0.08333333333333333,0.0,0.15,0.11,./data/models/2_3_3_2_0.csv,0.005870608283882852,14
1711,204,0.08333333333333333,0.125,0.15,0.11,./data/models/2_3_3_2_1.csv,0.005870636214326543,44
1712,204,0.08333333333333333,0.25,0.15,0.11,./data/models/2_3_3_2_2.csv,0.005872478352853947,42
1713,204,0.08333333333333333,0.375,0.15,0.11,./data/models/2_3_3_2_3.csv,0.005870274181887269,19
1714,204,0.08333333333333333,0.5,0.15,0.11,./data/models/2_3_3_2_4.csv,0.005870444390861384,19
1715,204,0.08333333333333333,0.0,0.15,0.16,./data/models/2_3_3_3_0.csv,0.005875998244518609,21
1716,204,0.08333333333333333,0.125,0.15,0.16,./data/models/2_3_3_3_1.csv,0.005875557323006927,33
1717,204,0.08333333333333333,0.25,0.15,0.16,./data/models/2_3_3_3_2.csv,0.005870487768624196,43
1718,204,0.08333333333333333,0.375,0.15,0.16,./data/models/2_3_3_3_3.csv,0.005871456477948762,38
1719,204,0.08333333333333333,0.5,0.15,0.16,./data/models/2_3_3_3_4.csv,0.005871946420811219,31
1720,204,0.08333333333333333,0.0,0.15,0.21,./data/models/2_3_3_4_0.csv,0.00587471990878582,29
1721,204,0.08333333333333333,0.125,0.15,0.21,./data/models/2_3_3_4_1.csv,0.005870753250953825,20
1722,204,0.08333333333333333,0.25,0.15,0.21,./data/models/2_3_3_4_2.csv,0.005876950393199841,29
1723,204,0.08333333333333333,0.375,0.15,0.21,./data/models/2_3_3_4_3.csv,0.005871655458668213,10
1724,204,0.08333333333333333,0.5,0.15,0.21,./data/models/2_3_3_4_4.csv,0.0058705131362972295,13
1725,204,0.08333333333333333,0.0,0.2,0.01,./data/models/2_3_4_0_0.csv,0.005870476327899805,47
1726,204,0.08333333333333333,0.125,0.2,0.01,./data/models/2_3_4_0_1.csv,0.005870148310010419,47
1727,204,0.08333333333333333,0.25,0.2,0.01,./data/models/2_3_4_0_2.csv,0.005870299104700902,40
1728,204,0.08333333333333333,0.375,0.2,0.01,./data/models/2_3_4_0_3.csv,0.005870156855411291,40
1729,204,0.08333333333333333,0.5,0.2,0.01,./data/models/2_3_4_0_4.csv,0.005870178370997466,48
1730,204,0.08333333333333333,0.0,0.2,0.06,./data/models/2_3_4_1_0.csv,0.005870299863335448,27
1731,204,0.08333333333333333,0.125,0.2,0.06,./data/models/2_3_4_1_1.csv,0.005870149696413993,38
1732,204,0.08333333333333333,0.25,0.2,0.06,./data/models/2_3_4_1_2.csv,0.005870448107990785,15
1733,204,0.08333333333333333,0.375,0.2,0.06,./data/models/2_3_4_1_3.csv,0.005870220918219953,25
1734,204,0.08333333333333333,0.5,0.2,0.06,./data/models/2_3_4_1_4.csv,0.005870311093020981,10
1735,204,0.08333333333333333,0.0,0.2,0.11,./data/models/2_3_4_2_0.csv,0.005870661204897329,15
1736,204,0.08333333333333333,0.125,0.2,0.11,./data/models/2_3_4_2_1.csv,0.005871001768652282,25
1737,204,0.08333333333333333,0.25,0.2,0.11,./data/models/2_3_4_2_2.csv,0.005870218293302891,30
1738,204,0.08333333333333333,0.375,0.2,0.11,./data/models/2_3_4_2_3.csv,0.0058701908103379555,43
1739,204,0.08333333333333333,0.5,0.2,0.11,./data/models/2_3_4_2_4.csv,0.005870282784827803,35
1740,204,0.08333333333333333,0.0,0.2,0.16,./data/models/2_3_4_3_0.csv,0.005870733872587657,5
1741,204,0.08333333333333333,0.125,0.2,0.16,./data/models/2_3_4_3_1.csv,0.0058707778262374255,38
1742,204,0.08333333333333333,0.25,0.2,0.16,./data/models/2_3_4_3_2.csv,0.005870148385191012,38
1743,204,0.08333333333333333,0.375,0.2,0.16,./data/models/2_3_4_3_3.csv,0.005870584206548473,30
1744,204,0.08333333333333333,0.5,0.2,0.16,./data/models/2_3_4_3_4.csv,0.005870194978484833,29
1745,204,0.08333333333333333,0.0,0.2,0.21,./data/models/2_3_4_4_0.csv,0.0058742914736276425,25
1746,204,0.08333333333333333,0.125,0.2,0.21,./data/models/2_3_4_4_1.csv,0.005870885974745086,49
1747,204,0.08333333333333333,0.25,0.2,0.21,./data/models/2_3_4_4_2.csv,0.0058707433775936945,27
1748,204,0.08333333333333333,0.375,0.2,0.21,./data/models/2_3_4_4_3.csv,0.005871051137233898,39
1749,204,0.08333333333333333,0.5,0.2,0.21,./data/models/2_3_4_4_4.csv,0.005870957828586301,47
1750,264,0.08333333333333333,0.0,0.0,0.01,./data/models/2_4_0_0_0.csv,0.0058706558487928275,49
1751,264,0.08333333333333333,0.125,0.0,0.01,./data/models/2_4_0_0_1.csv,0.005870089225645628,25
1752,264,0.08333333333333333,0.25,0.0,0.01,./data/models/2_4_0_0_2.csv,0.005870130019497434,30
1753,264,0.08333333333333333,0.375,0.0,0.01,./data/models/2_4_0_0_3.csv,0.005870134924880423,44
1754,264,0.08333333333333333,0.5,0.0,0.01,./data/models/2_4_0_0_4.csv,0.005870122761014419,18
1755,264,0.08333333333333333,0.0,0.0,0.06,./data/models/2_4_0_1_0.csv,0.005871595961308993,20
1756,264,0.08333333333333333,0.125,0.0,0.06,./data/models/2_4_0_1_1.csv,0.0058703763452924145,30
1757,264,0.08333333333333333,0.25,0.0,0.06,./data/models/2_4_0_1_2.csv,0.005870581120902199,20
1758,264,0.08333333333333333,0.375,0.0,0.06,./data/models/2_4_0_1_3.csv,0.00587031067000606,31
1759,264,0.08333333333333333,0.5,0.0,0.06,./data/models/2_4_0_1_4.csv,0.0058705773667125025,25
1760,264,0.08333333333333333,0.0,0.0,0.11,./data/models/2_4_0_2_0.csv,0.00587174208142714,36
1761,264,0.08333333333333333,0.125,0.0,0.11,./data/models/2_4_0_2_1.csv,0.005870434887626345,41
1762,264,0.08333333333333333,0.25,0.0,0.11,./data/models/2_4_0_2_2.csv,0.00587095544754472,33
1763,264,0.08333333333333333,0.375,0.0,0.11,./data/models/2_4_0_2_3.csv,0.005871353666524062,24
1764,264,0.08333333333333333,0.5,0.0,0.11,./data/models/2_4_0_2_4.csv,0.005870654078143347,25
1765,264,0.08333333333333333,0.0,0.0,0.16,./data/models/2_4_0_3_0.csv,0.005870813935792259,6
1766,264,0.08333333333333333,0.125,0.0,0.16,./data/models/2_4_0_3_1.csv,0.0058786185345953024,41
1767,264,0.08333333333333333,0.25,0.0,0.16,./data/models/2_4_0_3_2.csv,0.0058728041618280455,31
1768,264,0.08333333333333333,0.375,0.0,0.16,./data/models/2_4_0_3_3.csv,0.005871286752393975,29
1769,264,0.08333333333333333,0.5,0.0,0.16,./data/models/2_4_0_3_4.csv,0.005872067894329872,37
1770,264,0.08333333333333333,0.0,0.0,0.21,./data/models/2_4_0_4_0.csv,0.005872707731782804,31
1771,264,0.08333333333333333,0.125,0.0,0.21,./data/models/2_4_0_4_1.csv,0.005874523495777628,31
1772,264,0.08333333333333333,0.25,0.0,0.21,./data/models/2_4_0_4_2.csv,0.005870746415461248,21
1773,264,0.08333333333333333,0.375,0.0,0.21,./data/models/2_4_0_4_3.csv,0.005895535858470309,30
1774,264,0.08333333333333333,0.5,0.0,0.21,./data/models/2_4_0_4_4.csv,0.005884179230802017,18
1775,264,0.08333333333333333,0.0,0.05,0.01,./data/models/2_4_1_0_0.csv,0.005870528283368039,49
1776,264,0.08333333333333333,0.125,0.05,0.01,./data/models/2_4_1_0_1.csv,0.007589860147478172,49
1777,264,0.08333333333333333,0.25,0.05,0.01,./data/models/2_4_1_0_2.csv,0.005870420484990443,45
1778,264,0.08333333333333333,0.375,0.05,0.01,./data/models/2_4_1_0_3.csv,0.005870139708694704,37
1779,264,0.08333333333333333,0.5,0.05,0.01,./data/models/2_4_1_0_4.csv,0.005870176397201285,16
1780,264,0.08333333333333333,0.0,0.05,0.06,./data/models/2_4_1_1_0.csv,0.005871445291999152,18
1781,264,0.08333333333333333,0.125,0.05,0.06,./data/models/2_4_1_1_1.csv,0.005870176937252138,43
1782,264,0.08333333333333333,0.25,0.05,0.06,./data/models/2_4_1_1_2.csv,0.005870367520236145,43
1783,264,0.08333333333333333,0.375,0.05,0.06,./data/models/2_4_1_1_3.csv,0.00587050676346396,18
1784,264,0.08333333333333333,0.5,0.05,0.06,./data/models/2_4_1_1_4.csv,0.005870723446308222,49
1785,264,0.08333333333333333,0.0,0.05,0.11,./data/models/2_4_1_2_0.csv,0.005870739089669763,16
1786,264,0.08333333333333333,0.125,0.05,0.11,./data/models/2_4_1_2_1.csv,0.005876854667850559,30
1787,264,0.08333333333333333,0.25,0.05,0.11,./data/models/2_4_1_2_2.csv,0.0058712817969668405,48
1788,264,0.08333333333333333,0.375,0.05,0.11,./data/models/2_4_1_2_3.csv,0.0058713198613880736,11
1789,264,0.08333333333333333,0.5,0.05,0.11,./data/models/2_4_1_2_4.csv,0.005874742379681409,32
1790,264,0.08333333333333333,0.0,0.05,0.16,./data/models/2_4_1_3_0.csv,0.005891114355451673,45
1791,264,0.08333333333333333,0.125,0.05,0.16,./data/models/2_4_1_3_1.csv,0.005871506378597568,18
1792,264,0.08333333333333333,0.25,0.05,0.16,./data/models/2_4_1_3_2.csv,0.005875919270117473,27
1793,264,0.08333333333333333,0.375,0.05,0.16,./data/models/2_4_1_3_3.csv,0.0058703302790403325,32
1794,264,0.08333333333333333,0.5,0.05,0.16,./data/models/2_4_1_3_4.csv,0.005870756754610818,14
1795,264,0.08333333333333333,0.0,0.05,0.21,./data/models/2_4_1_4_0.csv,0.005879317537348203,43
1796,264,0.08333333333333333,0.125,0.05,0.21,./data/models/2_4_1_4_1.csv,0.005871561600635318,20
1797,264,0.08333333333333333,0.25,0.05,0.21,./data/models/2_4_1_4_2.csv,0.0058748313123691675,23
1798,264,0.08333333333333333,0.375,0.05,0.21,./data/models/2_4_1_4_3.csv,0.005873681890217792,33
1799,264,0.08333333333333333,0.5,0.05,0.21,./data/models/2_4_1_4_4.csv,0.005878458332973407,48
1800,264,0.08333333333333333,0.0,0.1,0.01,./data/models/2_4_2_0_0.csv,0.0058703974165286105,49
1801,264,0.08333333333333333,0.125,0.1,0.01,./data/models/2_4_2_0_1.csv,0.005870317304671799,40
1802,264,0.08333333333333333,0.25,0.1,0.01,./data/models/2_4_2_0_2.csv,0.005888385462997289,49
1803,264,0.08333333333333333,0.375,0.1,0.01,./data/models/2_4_2_0_3.csv,0.005872176258860173,48
1804,264,0.08333333333333333,0.5,0.1,0.01,./data/models/2_4_2_0_4.csv,0.005870199951054429,46
1805,264,0.08333333333333333,0.0,0.1,0.06,./data/models/2_4_2_1_0.csv,0.005870445612730732,20
1806,264,0.08333333333333333,0.125,0.1,0.06,./data/models/2_4_2_1_1.csv,0.005870316584300918,40
1807,264,0.08333333333333333,0.25,0.1,0.06,./data/models/2_4_2_1_2.csv,0.005870753969125585,11
1808,264,0.08333333333333333,0.375,0.1,0.06,./data/models/2_4_2_1_3.csv,0.005870854846637282,45
1809,264,0.08333333333333333,0.5,0.1,0.06,./data/models/2_4_2_1_4.csv,0.005870795570708045,24
1810,264,0.08333333333333333,0.0,0.1,0.11,./data/models/2_4_2_2_0.csv,0.005872508015186411,47
1811,264,0.08333333333333333,0.125,0.1,0.11,./data/models/2_4_2_2_1.csv,0.0058712183655202695,30
1812,264,0.08333333333333333,0.25,0.1,0.11,./data/models/2_4_2_2_2.csv,0.0058740279446892404,39
1813,264,0.08333333333333333,0.375,0.1,0.11,./data/models/2_4_2_2_3.csv,0.005873118395795994,18
1814,264,0.08333333333333333,0.5,0.1,0.11,./data/models/2_4_2_2_4.csv,0.005870350470164756,15
1815,264,0.08333333333333333,0.0,0.1,0.16,./data/models/2_4_2_3_0.csv,0.00587202547710808,5
1816,264,0.08333333333333333,0.125,0.1,0.16,./data/models/2_4_2_3_1.csv,0.005870550347049705,47
1817,264,0.08333333333333333,0.25,0.1,0.16,./data/models/2_4_2_3_2.csv,0.005870788631450062,30
1818,264,0.08333333333333333,0.375,0.1,0.16,./data/models/2_4_2_3_3.csv,0.005871642423461741,41
1819,264,0.08333333333333333,0.5,0.1,0.16,./data/models/2_4_2_3_4.csv,0.005870785318680955,22
1820,264,0.08333333333333333,0.0,0.1,0.21,./data/models/2_4_2_4_0.csv,0.0058708723147268115,7
1821,264,0.08333333333333333,0.125,0.1,0.21,./data/models/2_4_2_4_1.csv,0.005870862750834524,37
1822,264,0.08333333333333333,0.25,0.1,0.21,./data/models/2_4_2_4_2.csv,0.005882341194448156,17
1823,264,0.08333333333333333,0.375,0.1,0.21,./data/models/2_4_2_4_3.csv,0.0058778416132843556,26
1824,264,0.08333333333333333,0.5,0.1,0.21,./data/models/2_4_2_4_4.csv,0.0058721680303281485,16
1825,264,0.08333333333333333,0.0,0.15,0.01,./data/models/2_4_3_0_0.csv,0.00587063203035371,49
1826,264,0.08333333333333333,0.125,0.15,0.01,./data/models/2_4_3_0_1.csv,0.005870036308339765,23
1827,264,0.08333333333333333,0.25,0.15,0.01,./data/models/2_4_3_0_2.csv,0.006099278237909024,49
1828,264,0.08333333333333333,0.375,0.15,0.01,./data/models/2_4_3_0_3.csv,0.005870256881936588,28
1829,264,0.08333333333333333,0.5,0.15,0.01,./data/models/2_4_3_0_4.csv,0.0058702168708626695,36
1830,264,0.08333333333333333,0.0,0.15,0.06,./data/models/2_4_3_1_0.csv,0.0058704662766178705,19
1831,264,0.08333333333333333,0.125,0.15,0.06,./data/models/2_4_3_1_1.csv,0.005870157532150864,10
1832,264,0.08333333333333333,0.25,0.15,0.06,./data/models/2_4_3_1_2.csv,0.00587108055133728,32
1833,264,0.08333333333333333,0.375,0.15,0.06,./data/models/2_4_3_1_3.csv,0.0058707074300597,24
1834,264,0.08333333333333333,0.5,0.15,0.06,./data/models/2_4_3_1_4.csv,0.0058704714307551455,32
1835,264,0.08333333333333333,0.0,0.15,0.11,./data/models/2_4_3_2_0.csv,0.005870249356827359,43
1836,264,0.08333333333333333,0.125,0.15,0.11,./data/models/2_4_3_2_1.csv,0.005871046763736765,9
1837,264,0.08333333333333333,0.25,0.15,0.11,./data/models/2_4_3_2_2.csv,0.005871022298719443,45
1838,264,0.08333333333333333,0.375,0.15,0.11,./data/models/2_4_3_2_3.csv,0.005870626879902503,24
1839,264,0.08333333333333333,0.5,0.15,0.11,./data/models/2_4_3_2_4.csv,0.005870755085439875,33
